area,calca,cd34,etv1,fxyd2,mrgprd,nefh,nppb,piezo2,roi,s100b,sstr2,synpr,tmem233,tmem45b,trpa1,trpm8,trpv1,tubb3,x,y,cluster
15.389320965449052,-0.34838975015256046,3.4918989212450224,-1.2372283372022317,0.3391576995576723,-0.6947747658055643,-0.8535944640619303,-0.5337981200056025,,0001-0229,-1.1744761229090985,-1.0177251501660391,0.4821247112342943,-1.0037162348063828,-0.24251617055966468,-0.9660292517280598,-0.2921398745260284,-0.6226618666134095,,1135.5,229.0,C3
36.5496372929415,-0.39986417450733974,2.9613193615688824,-0.9302656603388068,0.22143337358312756,-0.7428173137144115,-0.875832159114039,-0.547902848455017,,0002-0232,-1.102493645899105,-0.9719713474371717,0.7677150843305056,-0.8716324618332413,-0.40020377804964274,-0.5775342792413325,-0.21702856647922825,-0.5374808896605027,,1141.6579,232.3421,C3
103.8779165167811,-0.2649216947113157,3.62234734557172,-0.24835421514137987,0.8525159330880977,-0.7720072985476074,-0.8313567690098217,-0.5040198828206591,,0005-0256,-0.9130231531650966,-0.7308560695644096,2.283545659352806,-0.3774448739716318,0.1233122305642013,-0.24489462283658414,-0.012446579093366605,-0.22877267419617284,,1252.4815,256.5,C3
82.71760018928866,-0.33948845637163705,3.8456574541077675,-0.8779771328015402,1.9775694087196416,-0.46204543527181224,-0.8013625659235375,0.15971711946180908,,0006-0275,-0.8400144909182726,0.1991313053889468,2.0594400109630198,-0.41525698819127593,0.7521069575373295,-0.0915071648375517,0.009316196987324346,-0.09683509975397064,,1388.8023,274.7791,C3
225.0688191196924,-0.2310003949079625,4.288456042914409,-0.643469429539522,1.5099360502892236,-0.5083192992247348,0.10376499316540953,-0.21263770571480414,,0011-0302,-0.1682301409451931,0.32855847582359493,1.930603585409509,-0.3946150630973385,0.4100630654648601,0.03991510254286102,-0.14983748185851573,-0.29108397836604444,,1709.8504,301.85900000000004,C3
113.49624212018676,-0.5206382892342379,3.012209694421634,1.4206154162153883,0.48774316712864063,0.03579220139790313,2.5638500361560226,4.075753640274741,,0012-0309,1.4513144284211725,2.64004491628671,0.6653319059970726,0.5336666424384123,0.30715489618046615,2.634535420510932,0.33472321441680364,0.4659086641737567,,1436.8559,309.1441,C3
290.4734332228509,-0.36124843441697724,2.6748719605137197,-1.0308719847578847,1.4059788314181976,-0.7045896218488583,-0.8611063574505327,-0.571070052543579,,0013-0315,-1.0157741974582042,-0.0781883493138509,0.6647442206765856,-0.7882406625155378,-0.056526841058915894,-0.5152995724885776,-0.18424169562979395,-0.3020518036473546,,910.2682,314.6722,C3
150.04587941312826,-0.1110653830342978,4.042296590924748,0.07229314614730173,1.819777466134614,-0.14442597441411612,-0.8467541490639017,0.9098156551714377,,0014-0321,-0.7381876929311847,1.6274658238102888,1.9875843688362336,0.13402687414595493,1.0465950012240877,0.9877381861252253,0.31161661664369816,0.2712898757714194,,1589.8205,321.7564,C3
30.778641930898104,-0.3944553628723073,3.094968191569263,-1.2209370462197833,0.9597148685133701,-0.950195507546577,-0.8230176333652809,-0.7750114897384323,,0015-0330,-1.023691454417857,-0.5927911498135043,2.972996841660234,-0.9872780910174116,0.5188580982852309,-0.6463622629409973,-0.32930308504633404,-0.7960570807993835,,1067.5625,330.6875,C3
205.83216791288106,-0.3156704084903254,3.574710111380346,-1.0893381698356956,1.4335093408063158,0.25842529434991884,-0.8259530091121592,-0.4150711126574018,,0016-0334,-0.9914787522815873,-0.3958535558319387,1.1162297642417303,-0.1777104681731056,0.24150385652309445,-0.5450576630811187,-0.13209427862770096,-0.2514573920840765,,611.1822,333.7523,C3
