ID,ROI,Area,X,Y,Mean_cd34,StDev_cd34,Mode_cd34,Min_cd34,Max_cd34,Median_cd34,Skew_cd34,Kurt_cd34,Background_cd34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_nppb,StDev_nppb,Mode_nppb,Min_nppb,Max_nppb,Median_nppb,Skew_nppb,Kurt_nppb,Background_nppb,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_fxyd2,StDev_fxyd2,Mode_fxyd2,Min_fxyd2,Max_fxyd2,Median_fxyd2,Skew_fxyd2,Kurt_fxyd2,Background_fxyd2,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_tubb3,StDev_tubb3,Mode_tubb3,Min_tubb3,Max_tubb3,Median_tubb3,Skew_tubb3,Kurt_tubb3,Background_tubb3,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_piezo2,StDev_piezo2,Mode_piezo2,Min_piezo2,Max_piezo2,Median_piezo2,Skew_piezo2,Kurt_piezo2,Background_piezo2,Mean_s100b,StDev_s100b,Mode_s100b,Min_s100b,Max_s100b,Median_s100b,Skew_s100b,Kurt_s100b,Background_s100b,Cellstack,Thumbnail
1168,0936-2284,195,2284.6949,937.4538,38.441,8.3481,36,19,62,38,0.2089,-0.1642,40.0214,31.1231,10.9439,31,3,74,31,0.3569,0.6989,31.126,37.1641,8.2951,37,17,59,37,0.3041,-0.2197,37.3995,9.3795,5.0175,6,0,29,9,0.7286,0.8777,14.0241,17.8256,4.9856,16,7,35,17,0.6315,0.4119,18.193,17.2821,3.8926,17,8,30,17,0.175,0.1784,19.4745,16.6,4.548,14,8,34,16,0.8137,0.789,22.2252,36.7538,5.0176,35,26,51,36,0.3907,0.06492,38.445,23.4667,4.2137,22,14,37,23,0.3801,-0.06578,23.5174,90.0359,28.624,67,42,173,85,0.5909,-0.1511,67.7212,20.6154,3.0815,21,14,30,21,0.4203,0.03359,28.4531,24.5231,3.2654,23,15,33,25,0.1339,-0.05354,24,57.5897,10.5301,50,26,83,58,-0.1565,-0.1934,59.4853,39.6359,14.5406,32,22,128,36,2.873,10.8142,31.8579,99.3487,23.218,101,49,170,97,0.6436,0.2359,75.2654,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1169_0936-2284.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1169_0936-2284.tif
1169,0924-2295,231,2296.0455,923.8723,41.381,11.7748,35,11,114,41,0.9638,5.5304,33.912,30.671,12.7677,26,4,86,30,0.8213,1.7437,28.816,41.4113,16.7311,31,18,198,39,4.3453,34.0128,35.408,9.9351,5.9527,8,0,39,9,1.3806,3.5119,16.816,18.7013,6.5403,12,8,60,18,1.5236,6.4205,17.7733,19.1602,9.1735,20,5,62,18,1.8197,4.8243,30.6507,20.5931,4.0075,19,10,43,21,0.6014,3.6338,21.8933,39.6017,8.7882,45,20,70,39,0.1713,0.1541,38.3493,22.2338,5.4171,22,10,48,22,0.9561,3.4061,21.104,56.2294,27.9245,22,12,155,53,0.8521,0.6977,59.0347,20.7056,3.4741,21,13,41,20,1.1617,4.3542,22.5787,24.1948,3.6429,24,15,42,24,0.6787,1.8177,23.008,59.7186,12.4035,60,36,107,59,0.7332,0.9922,58.1733,34.645,12.1925,30,15,112,33,3.2005,15.8424,28.728,81.7273,22.8652,61,30,157,82,0.247,-0.3235,66.1067,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1170_0924-2295.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1170_0924-2295.tif
1170,0935-2330,248,2329.996,935.6129,49.2056,11.8889,41,22,84,50,0.2524,-0.3958,48.4036,41.246,14.3089,38,8,85,41,0.3107,-0.358,45.838,51.5645,11.4165,56,19,86,52,-0.03852,0.1501,48.1851,10.6613,5.7715,7,0,33,10,0.7657,0.773,14.545,20.9718,5.9413,21,7,38,21,0.2327,-0.02808,21.6864,19.3306,4.8587,21,8,34,20,0.05055,-0.341,34.126,23.75,5.3639,21,13,43,23,0.4159,0.2022,22.2802,45.8306,8.4276,47,25,66,46,-0.0761,-0.5661,48.7943,27.9395,6.2259,29,13,44,28,-0.06041,-0.3549,31.2725,81.754,27.9127,89,21,148,83,-0.145,-0.6562,91.8663,23.1532,3.4183,21,14,32,23,0.1286,-0.2311,23.8226,27.2097,4.3691,27,14,49,27,0.9511,2.6744,34.6067,68.2339,11.8507,62,31,101,68,0.001811,0.02209,68,46.8629,14.1661,39,22,117,46,2.0718,7.8417,41.8278,114.1935,21.3569,109,65,162,114,-0.18,-0.5243,96.0206,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1171_0935-2330.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1171_0935-2330.tif
1171,0932-2313,218,2313.6284,932.4954,42.367,10.4526,41,17,75,42,0.1631,-0.1417,45.9652,37.5642,13.5503,40,2,79,37,0.314,-0.165,36.8904,43.0963,10.6371,49,18,77,43,0.04158,-0.1319,43.0428,10.367,5.5394,8,0,37,10,0.7977,1.7263,14.8155,20.2431,5.3573,21,11,38,20,0.6177,0.1067,20.7914,39.2569,22.8991,24,8,102,29,0.9595,-0.2762,32.1791,19.1972,4.9795,18,9,36,19,0.5008,0.2857,21.9439,41.8853,7.4735,39,25,60,42,0.1576,-0.4418,41.6578,25.3349,5.7764,23,12,41,25,0.172,-0.1814,25.4866,88.6284,33.2286,122,22,160,94,-0.2257,-0.8961,63.9733,21,3.4959,23,11,33,21,0.4625,0.7002,21.3957,26.0642,4.228,25,16,37,26,0.1858,-0.07284,26.3824,63.5046,12.0005,62,28,103,63,0.2961,0.282,64.9385,39.2661,12.1228,41,21,78,38,0.6216,-0.02123,39,92.4358,23.7936,103,40,161,93,0.08464,-0.3804,81.3048,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1172_0932-2313.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1172_0932-2313.tif
1172,0899-2347,168,2347.6429,898.9226,37.3274,10.5288,37,17,89,37,1.2553,3.5286,32.936,37.3571,15.3324,31,10,96,35,1.0764,1.464,26.3018,43.8393,16.9707,35,20,136,41,2.4206,8.1409,33.3598,13.5893,14.9983,10,0,113,10,3.3947,14.48,14.8293,17.8869,6.0422,16,7,42,17,1.2563,1.99,16.0579,23.0893,10.6658,18,9,59,19,1.4745,1.4212,21.1402,22.0655,9.1554,20,10,57,20,1.6403,2.691,21.1006,40.7381,7.7082,36,24,63,39,0.7799,0.4909,37.1433,22.881,4.0988,23,12,36,23,0.2636,0.2557,19.75,68.1845,16.0298,61,36,115,65,0.6432,0.3158,49.6646,20.9702,3.779,19,15,34,20,1.0675,1.4169,17.9787,23.9702,2.8166,24,16,32,24,0.1046,0.1559,25.2348,61.3512,11.3661,56,38,103,60,0.8874,1.4399,54.4329,35.9167,11.2758,31,19,110,34,2.8953,14.0647,24.5884,88.4881,18.7779,98,30,132,89,0.1156,-0.03679,57.5488,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1173_0899-2347.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1173_0899-2347.tif
1173,0900-2330,234,2329.3718,900.3034,36.235,9.0431,30,17,64,35,0.4533,-0.2191,31.712,26.4487,10.2266,30,2,56,27,0.2009,-0.05077,28.1173,38.1538,9.1615,35,18,66,37,0.3682,-0.09442,42.856,8.3718,4.3872,7,0,25,7,0.837,0.6869,12.608,16.5855,4.346,18,6,30,16,0.2668,-0.1641,16.9733,20.3034,7.5602,16,8,57,19,1.4179,3.1719,26.6747,18.5769,3.965,18,9,31,18,0.3305,-0.1061,21.9333,36.1453,6.2092,34,22,60,36,0.3758,0.5977,37.0133,22.6197,4.9231,21,13,45,22,0.9102,2.1178,21.3733,64.0299,20.9801,54,19,123,64,0.0449,-0.4438,50.9627,19.5342,2.5644,18,13,27,19,0.1142,-0.2774,19.8373,22.8333,2.9477,24,15,31,23,-0.04394,-0.007034,22.0027,55.8632,9.5377,55,29,87,55,0.1505,0.2936,54.7253,42.6453,12.5605,37,19,105,42,1.072,2.9051,29.4347,80.1325,17.8851,63,31,127,80,0.04402,-0.5781,61.4373,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1174_0900-2330.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1174_0900-2330.tif
1174,0914-2354,209,2354.9641,913.8876,34.0909,8.7731,35,12,61,34,0.2058,-0.1337,33.5734,26.2392,9.5278,28,1,63,25,0.5103,0.5588,27.5565,37.6316,9.081,36,14,67,38,0.1491,0.1354,34.2175,8.2967,4.0842,8,0,22,8,0.2881,-0.2197,7.9633,16.1053,4.4848,12,8,28,15,0.5547,-0.3632,15.2542,14.3397,3.5088,13,6,25,14,0.2306,0.1995,14.1695,20.4545,4.2038,19,8,32,20,0.2865,-0.0737,20.0565,35.8612,6.359,39,20,54,36,0.2469,-0.06729,34.9831,20.7416,4.1126,20,9,34,21,0.1289,0.2412,20.1921,57.177,21.1531,61,12,101,59,-0.3097,-0.584,50.0819,18.7273,2.0656,18,14,25,19,0.2731,-0.266,17.6977,23.4498,3.3208,22,17,45,23,1.6382,8.4502,21.9435,53.7847,9.3894,52,31,77,53,-0.03871,-0.2505,50.2599,26.1053,4.6697,27,15,41,26,0.1874,0.08253,25.8164,74.9713,17.3283,90,26,118,74,0.005821,-0.08511,62.3192,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1175_0914-2354.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1175_0914-2354.tif
1175,0921-2366,98,2365.8776,920.4388,39.3265,10.0008,42,19,65,39,0.08732,-0.5809,34.5927,38.8776,16.233,28,12,95,38,0.9202,1.1869,26.2473,41.2959,10.4844,33,15,91,39,1.1526,3.9932,31.4582,9.2041,5.1111,5,0,22,9,0.4892,-0.3234,7.6655,17.551,4.6951,15,9,32,17,0.6927,0.1613,15.0764,15.398,4.166,15,7,26,15,0.3392,-0.448,13.2618,20.949,4.3539,20,11,34,21,0.6231,0.6036,20.32,39.1633,7.8736,32,19,58,39,0.1468,-0.3062,34.6291,22.2449,4.827,23,9,32,23,-0.236,-0.4634,20.1309,55.6633,22.4086,47,11,110,56,0.1588,-0.7299,45.1273,19.6735,2.4316,19,15,26,19,0.4362,-0.4766,17.3236,23.4184,3.2647,21,16,32,23,0.4402,0.2058,22.4909,55.8265,10.9827,56,34,80,56,0.177,-0.4204,50.1345,34.2245,7.0221,32,21,51,33,0.4106,-0.5852,22.9418,92.6735,19.9421,91,37,136,92,-0.4177,0.1515,58.3964,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1176_0921-2366.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1176_0921-2366.tif
1176,0899-2416,301,2415.3439,898.1279,41.01,11.5451,37,18,85,40,0.7407,0.914,43.833,36.9037,13.0159,33,1,100,36,0.5799,1.7689,34.1264,43.0797,10.6652,46,19,80,43,0.3967,0.5665,42.3115,11.4219,6.617,8,0,43,10,1.439,3.7693,15.7291,18.8571,5.5614,19,6,37,18,0.6247,0.452,19.2483,20.1595,8.3667,19,3,77,19,2.855,14.0512,31.2302,20.9767,5.9332,22,10,44,20,0.448,0.3483,21.8781,49.5847,12.8228,39,25,99,49,0.7394,0.7268,49.8442,27.5282,6.2201,26,13,46,27,0.3341,0.1172,26.6614,86.0532,32.8274,72,18,194,82,0.7545,0.8946,81.4041,20.6545,3.0952,22,12,30,21,0.1893,-0.2464,20.5869,49.6678,46.4764,24,17,235,28,2.1718,4.0244,50.7494,61.0233,11.5975,63,31,106,61,0.3849,0.734,63.7359,29.8804,6.23,29,17,50,29,0.6516,0.5798,34.0587,90.495,24.184,113,39,179,89,0.3693,-0.0004421,77.8149,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1177_0899-2416.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1177_0899-2416.tif
1177,0900-2429,144,2430.2778,900.2153,48.9514,11.1746,44,25,86,48,0.2611,-0.03896,48.5789,40.375,12.6441,46,11,78,40,0.2506,-0.0388,42.1362,50.9583,13.0769,58,15,93,51,0.2223,0.1807,50.4056,24.7847,30.3426,8,3,169,13,2.4382,5.9001,23.7616,23.625,9.4543,22,9,67,22,1.9078,4.8817,22.5635,89.2986,34.8433,81,12,153,98,-0.7903,-0.2158,55.3344,26.5486,13.0485,18,10,71,23,1.3471,1.6724,27.3591,54.0694,13.4495,48,31,85,52,0.4734,-0.6314,55.0681,30.0278,5.5356,31,10,46,30,-0.3709,1.1208,30.1146,86.2639,21.4071,66,41,141,84,0.3882,-0.3722,92.2972,22.3542,3.2462,21,15,32,22,0.5521,0.3197,22.6842,26.25,4.6462,29,15,39,26,0.08679,-0.1718,30.6873,74.2569,19.2455,61,37,169,73,1.4827,4.2179,77.4303,59.1458,17.8212,60,21,112,61,-0.1601,-0.4348,54.3065,93.8056,19.6278,97,49,162,95,0.3999,0.5743,102.0898,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1178_0900-2429.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1178_0900-2429.tif
1178,0822-2414,96,2413.5208,821.7604,45.2604,10.1143,40,19,70,44,0.2163,-0.1385,41.1685,35.375,12.0492,33,3,74,35,0.4601,0.926,33.5163,48.7083,12.8464,44,26,105,47,1.0522,2.4965,47.4565,11.8646,8.2355,9,0,47,11,1.6416,4.0107,36.6739,19.875,5.9103,19,8,41,19,0.9685,1.6444,21.7826,27.4375,7.8631,25,15,59,26,1.1793,1.9813,38.538,21.4271,6.5385,15,9,41,21,0.663,0.1632,30.6223,44.7083,7.8417,42,30,68,44,0.5751,0.1477,51.9266,28.1667,4.924,31,15,39,28,-0.03901,-0.032,25.0761,94.75,27.0232,99,31,156,95,-0.006077,-0.5377,74.1277,23.3854,5.2883,20,14,48,23,2.102,6.6991,21.5408,31.5,17.0966,26,16,116,27,3.1932,11.0616,32.6386,68.6042,14.2493,72,30,108,68,0.1417,0.4281,73.8668,50.9062,13.234,54,26,91,52,0.3378,0.07113,40.3016,98.8854,20.444,98,53,157,101,0.3373,0.2235,75.144,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1179_0822-2414.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1179_0822-2414.tif
1179,0835-2398,244,2399.0082,835.5574,41.2992,11.2866,42,18,76,40,0.4727,0.04679,40.4318,40.7254,15.0572,52,0,87,40,0.254,-0.08339,32.8387,46.1844,12.1328,42,14,86,46,0.2122,0.2824,42.1191,10.6639,6.1398,10,0,52,10,2.3533,11.1148,31.4293,19.2295,5.8299,17,7,44,18,0.6919,0.7587,20.2333,23.8811,8.7328,19,8,85,23,2.902,14.0947,33.9032,19.7377,5.8236,20,9,50,19,1.3413,4.0068,29.3524,40.7172,7.4174,36,22,64,40,0.3543,0.1578,45.4888,27.4303,5.8871,27,14,42,27,-0.03138,-0.3033,23.9975,92.1885,27.1541,84,25,176,91,0.1363,-0.1599,61.7916,21.2336,3.8935,20,11,34,21,0.2162,0.03935,19.9529,25.8115,4.8802,23,14,43,25,0.4437,0.3099,27.0323,65.373,12.5716,63,30,100,65,0.1887,-0.1125,70.7196,35.8279,12.1399,31,15,118,34,1.8645,8.3718,37.9355,83.668,24.9805,89,27,151,85,-0.0202,-0.2873,67.4789,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1180_0835-2398.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1180_0835-2398.tif
1180,0842-2410,86,2410.686,843.314,37,10.2601,29,16,66,36,0.5835,0.3394,36.4432,31.1163,11.001,42,5,61,31,0.1295,-0.2059,29.652,42.8721,10.8463,41,22,69,41,0.3776,-0.6254,38.8571,14.8256,8.8413,7,2,47,13,1.156,1.4144,21.011,17.4419,6.675,13,7,56,16,2.8461,12.6383,17.9963,24.2907,9.4207,17,11,54,23,0.9681,0.6179,34.5238,25.7209,6.2075,23,14,43,25,0.8612,0.5947,24.9194,45,9.865,39,29,72,43,0.5681,-0.2955,44.0879,24.0581,5.0114,22,13,41,23,0.722,0.9895,22.9524,44.0698,14.7949,27,17,78,42,0.3261,-0.755,58.3883,19.6628,2.8967,17,14,28,20,0.3388,-0.1236,19.1832,23.6395,4.0436,22,16,38,23,0.8129,1.2662,23.5055,61.0814,12.2092,64,38,97,60,0.6874,0.5616,68.6374,29.8372,6.9195,34,16,53,29,0.8519,1.1859,33.7436,79.8837,18.837,71,35,121,80,-0.03881,-0.5017,64.5971,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1181_0842-2410.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1181_0842-2410.tif
1181,0893-2380,328,2380.4726,893.1738,42.5335,13.2701,33,14,87,41,0.6981,0.6219,36.149,30.0915,11.8901,30,0,74,29,0.5038,0.8064,26.5054,41.4451,10.499,33,16,79,41,0.3268,0.2585,35.9892,8.7896,4.5991,10,0,27,8,0.679,0.4163,10.9978,17.3293,4.906,20,7,37,17,0.8459,1.4697,16.2333,17.125,4.2166,19,7,30,17,0.2592,-0.1015,18.9006,23.6098,7.1271,19,9,56,23,0.8288,0.9545,23.4579,42.6159,7.3334,39,22,65,42,0.1003,-0.2486,36.6674,23.6616,4.4945,23,12,37,23,0.07921,-0.2522,20.3801,71.7988,24.1711,71,18,140,73,-0.1272,-0.4405,41.9827,20.5457,3.6587,20,12,39,20,1.0365,2.773,20.3067,25.1402,4.0409,23,14,38,25,0.5996,0.489,23.5119,59.6646,9.6303,56,32,88,60,0.04597,0.07206,53.3931,32.2744,6.3495,28,19,51,32,0.4175,-0.1279,25.6998,78.1707,16.1382,73,37,120,77,0.1562,-0.4002,54.905,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1182_0893-2380.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1182_0893-2380.tif
1182,0908-2386,263,2387.3593,907.7205,38.4144,12.2848,36,15,113,37,1.6081,6.4368,39.6507,34.1065,13.9663,30,1,86,33,0.4793,0.6406,30.8804,41.2129,10.0267,35,20,72,40,0.3963,-0.1949,38.4522,8.635,4.578,7,0,33,8,0.794,2.4915,8.756,17.7224,4.9735,16,7,36,17,0.5969,0.3254,17.2775,16.0266,4.4236,16,7,34,16,0.4299,0.3959,15.2943,21.3004,4.5488,22,10,37,21,0.3315,0.316,21.5718,40.2433,7.7962,39,21,64,39,0.2702,-0.1483,40.3254,24.1559,4.7012,23,12,37,24,0.08928,-0.3068,21.9928,55.7757,19.1243,63,16,100,57,-0.04316,-0.9453,54.378,19.943,2.8952,18,12,31,20,0.5561,0.8245,19.0287,24.0951,3.3513,24,14,36,24,0.3117,0.4362,23.4522,59.5057,11.3248,60,35,97,59,0.3794,0.05257,56.2943,32.6046,8.5129,21,15,72,32,0.6583,1.1732,28.3565,69.2319,18.083,56,29,122,69,0.3066,-0.3944,67.9163,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1183_0908-2386.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1183_0908-2386.tif
1183,0915-2400,187,2400.7727,915.4144,45.3316,12.4597,41,21,102,44,0.8198,1.6406,42.8462,32.7219,11.999,34,6,68,33,0.1636,-0.05224,36.2278,42.3476,10.7259,42,17,74,42,0.2834,0.08274,40.7101,13.5722,10.9769,7,1,73,11,2.5189,7.905,21.4822,18.3797,4.664,16,7,32,18,0.3711,-0.05786,19.2781,21.2246,10.0152,16,7,76,19,2.1564,6.5224,26.8462,24.8182,7.2006,22,10,51,23,0.8239,0.4965,26.0296,41.6684,7.593,42,21,61,42,-0.01962,-0.2666,45.9586,25.1711,5.3544,23,15,38,25,0.3076,-0.3608,25.2485,62.0374,24.6134,19,16,116,60,0.1592,-0.8438,64.497,20.1123,3.1097,21,13,28,20,0.1167,-0.5692,20.3195,23.9465,3.4714,23,15,34,24,-0.05546,-0.07541,24.9112,61.5882,11.3662,58,32,97,61,0.1471,-0.1856,65.5266,30.1497,7.2593,28,16,54,29,0.7125,0.3577,35.3521,79.123,20.9131,74,37,138,78,0.3411,-0.2316,79.3462,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1184_0915-2400.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1184_0915-2400.tif
1184,0919-2264,295,2263.8898,918.4966,34.7492,9.6784,26,9,65,35,0.2695,0.1075,32.5765,26.1831,10.3858,25,0,57,25,0.1548,-0.2832,24.1294,33.4847,9.2372,29,14,66,33,0.6505,0.6046,32.3435,16.9356,21.1388,6,0,124,10,2.7061,7.4899,28.28,17.8746,7.2961,16,7,65,16,2.8708,13.0529,18.8541,24.0237,19.0342,13,6,95,16,1.5233,1.4338,26.2306,28.2,12.8895,22,11,76,23,1.4868,1.7332,30.9482,41.1898,16.9474,31,18,93,35,1.3519,0.9011,42.6635,20.1356,4.349,18,6,35,20,0.1985,0.2979,19.1929,42.0068,17.6918,29,15,118,38,0.9694,0.967,49.3035,18.9932,3.2325,17,11,30,19,0.4625,0.2261,25.8259,23.0068,3.296,23,15,31,23,0.1533,-0.6072,23.24,59.0644,16.4045,58,29,152,57,1.7066,5.6658,63.9153,32.7932,13.7084,23,16,130,30,3.2491,15.2482,26.0988,67.1288,20.525,71,21,143,66,0.3588,0.08766,57.2353,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1185_0919-2264.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1185_0919-2264.tif
1185,0933-2260,251,2259.4044,932.6793,37.0637,10.2135,37,13,80,37,0.791,1.5142,35.962,25.8645,10.6067,23,0,69,24,0.6494,0.9416,24.0177,34.51,8.1247,33,14,67,34,0.3751,0.9453,30.9443,8.2709,4.3431,9,0,31,8,1.096,2.9055,11.0886,16.004,4.2052,16,7,32,16,0.4008,0.3312,15.9114,15.1275,3.7968,13,7,27,15,0.3983,-0.113,15.9544,19.9243,5.3642,19,10,43,19,1.1975,2.2759,21.2608,34.8367,5.8297,36,21,53,35,0.06752,-0.2539,33.5291,20.7729,4.0978,20,12,33,20,0.3046,0.154,19.6608,60.4024,19.3339,52,23,113,57,0.5909,-0.1524,56.5241,19.1355,2.9253,20,12,27,19,0.1639,0.01712,23.2177,22.6693,3.3452,24,15,34,23,0.1016,0.004514,21.9595,52.8367,9.363,52,32,79,52,0.2267,-0.1565,52.7899,28.5936,7.8063,28,16,80,28,3.0063,15.5896,28.4886,76.243,18.5748,74,30,126,75,0.2269,-0.2017,69.6759,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1186_0933-2260.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1186_0933-2260.tif
1186,0949-2256,245,2256.5286,948.5531,35.6939,9.4418,35,10,64,35,0.1188,-0.2053,38.742,25.8082,11.2436,16,0,55,25,0.2311,-0.5536,30.0186,31.4204,7.9738,23,13,55,31,0.376,-0.06156,34.1809,8.4939,4.0918,6,0,23,8,0.5267,0.0838,11.6995,15.049,3.761,14,7,27,15,0.4171,0.2579,16.6277,17.049,13.2781,13,7,118,14,4.7978,26.7463,27.2314,16.5388,5.5349,10,9,45,16,1.3372,3.1729,21.3457,33.1837,5.3892,35,18,48,33,0.1005,-0.06706,34.8165,19.6408,3.9372,18,11,32,19,0.2719,-0.4086,20.7181,78.6816,30.8629,51,25,164,76,0.4461,-0.7576,69.5053,18.6694,2.6257,17,12,27,19,0.3186,0.02845,22.1303,22.6857,3.1847,22,15,32,22,0.1467,-0.1756,22.5426,50.098,9.7113,52,29,78,50,0.2177,-0.3022,53.25,36.7837,8.8982,35,19,68,36,0.3156,-0.04414,29.7367,87.6204,21.2338,99,36,144,87,0.07814,-0.4459,74.9388,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1187_0949-2256.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1187_0949-2256.tif
1187,0962-2243,302,2243.8477,963.457,39.0033,9.6174,41,15,76,39,0.2701,0.1674,34.5403,33.7815,12.7203,32,2,74,33,0.4591,0.2103,31.7038,37.7682,9.4847,38,13,65,38,0.1794,-0.08572,35.6754,9.3245,4.4922,9,0,29,9,0.5932,1.0219,8.9573,18.2781,5.0554,15,8,38,18,0.5642,0.4542,16.8033,14.2616,3.4033,14,6,25,14,0.1962,0.008212,14.6161,19.0828,4.6179,22,10,33,19,0.08322,-0.5236,19.6185,37.2781,7.0811,35,20,56,37,0.108,-0.4705,36.6114,21.8278,4.3863,21,11,35,22,0.2418,-0.01062,21.6185,64.0364,27.1265,41,16,137,63,0.3756,-0.6279,60.1374,20.106,2.9976,20,10,30,20,0.2528,0.3665,18.9976,23.7252,3.8416,24,15,36,24,0.2196,-0.1209,22.5355,58.9007,11.089,60,29,88,59,0.02527,0.01319,52.2536,36.7285,11.7116,30,14,97,35,2.0209,6.8556,27.6564,83.5364,21.8603,79,24,143,85,-0.05722,-0.4164,64.9408,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\1188_0962-2243.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\1188_0962-2243.tif
