area,calca,cd34,etv1,filename,fxyd2,mrgprd,nefh,nppb,piezo2,roi,s100b,sstr2,synpr,tmem233,tmem45b,trpa1,trpm8,trpv1,tubb3,x,y,tSNE1,tSNE2,cluster,UNet
15.389320965449052,-0.06694233156756206,3.1878234030546913,-0.7418574935410875,20171011-3-sec5,0.5901375880917228,-0.35535360288063933,-0.40988906665648867,-0.1282457658710212,,0001-0229,-0.48409055620724584,-0.32609326119048204,0.5995983076570892,-0.389207502345834,0.22692306527575237,-0.5655768066618669,-0.9751880457091178,-0.23752034329577884,,1135.5,229.0,52.651672,-11.007512,C3,1
36.5496372929415,-0.12443650333789717,2.3089908814907933,-0.40819740003659055,20171011-3-sec5,0.3929483414213282,-0.4403120753845335,-0.44673619372556667,-0.2324679166283724,,0002-0232,-0.469801554382916,-0.5499576701090241,0.7636397956510863,-0.3154036876197992,-0.143172158636777,-0.3363732047574482,-1.4691660354085745,-0.32245842536215946,,1141.6579,232.3421,44.25473,-10.924688,C3,1
103.8779165167811,-0.40788637105323355,3.725503931619476,-1.3197534343406074,20171011-3-sec5,0.46328560413811615,-0.432526638833321,-0.5932358604128137,-0.48317601573447005,,0005-0256,-0.6046624228797037,-0.23066724727554297,1.9722932790784258,-0.6143913014290795,0.11508792007837804,-0.2981418318251695,-0.1230564313528909,-0.3348990165792695,,1252.4815,256.5,57.576935,-14.658469,C3,1
82.71760018928866,-0.22260069988522968,4.099632022968172,-1.297308809932333,20171011-3-sec5,-0.2230627174040466,-1.491620203401428,-0.5792332888119455,-0.031131572686693202,,0006-0275,-0.8510948177342973,0.39905224551579654,0.986052684896386,-1.5634594201476564,-0.8451961373127278,-0.6381229188628934,-0.12603841103867214,-0.14498936098568038,,1388.8023,274.7791,55.24772,-5.74999,C3,1
225.0688191196924,-0.3889683746124495,4.976783462846223,-1.3499132818591524,20171011-3-sec5,2.373735261134642,-0.6388033174036565,-0.4710864733782374,-0.21996007715950022,,0011-0302,-0.7219649351643609,0.01012593115394211,2.32848652367807,-0.6664725891814675,0.41199804978937965,0.03701122835951603,-0.04375226192135109,-0.2453964794165937,,1709.8504,301.85900000000004,61.609356,-20.615788,C3,1
113.49624212018676,-0.18075705248800725,2.109100182553429,-0.13472275892444274,20171011-3-sec5,0.03384301464891528,-0.37804520076896553,0.7181769396446378,1.9251171633230475,,0012-0309,-0.5768681027092958,-0.021580296765193074,0.535316264313086,-0.312398997941777,0.001181584707242405,0.6913011847908578,0.044662748669972586,0.12326769568799174,,1436.8559,309.1441,48.43472,-10.715076,C3,1
290.4734332228509,-0.21849302071444268,2.397983983776179,-0.46492610432685105,20171011-3-sec5,1.4142573429502348,-0.3372900606582953,-0.4123035318685758,-0.08389486716400124,,0013-0315,-0.44231493815488976,0.23573187763185463,0.8183360985238323,-0.38512328344217456,0.19552674198096867,-0.03001152683958029,-0.0827378673064279,-0.22804283510060772,,910.2682,314.6722,48.665806,-17.261343,C3,1
150.04587941312826,-0.5779616263307091,4.215619934964895,-2.2290720912322697,20171011-3-sec5,1.355036653135012,-0.684502251268832,-0.46303383390715536,-0.020597618942739225,,0014-0321,-0.33880140878819315,0.23901006597890623,1.7616644149566263,-1.4359730159845387,-0.3335482950929411,-0.15507274316706637,-0.057301718005131924,-0.31965874765393065,,1589.8205,321.7564,58.098194,-7.746833,C3,1
30.778641930898104,-1.020704091500205,2.863895773008768,-0.7627545985724831,20171011-3-sec5,0.4473185974933625,-0.5903125941241724,-0.42970227431721525,-0.3669628783788615,,0015-0330,-0.60045553304246,0.3406595155839501,3.3737556334758727,-0.5000331721266233,1.0599338551170367,-0.15609020366742193,-0.10016252279753725,-0.47077598177280094,,1067.5625,330.6875,57.79364,-16.634174,C3,1
205.83216791288106,-1.48625217803998,3.9366814129956174,-1.088624889719631,20171011-3-sec5,0.013915616905968061,-1.0354700633533793,-0.5878364794165528,-0.43984405554380457,,0016-0334,-0.7044354261968282,0.8579217815635606,-0.2957708217324054,-2.50034085338571,-1.6217373413151823,-0.49530917743460945,-0.07942608341576742,-0.22999280517754497,,611.1822,333.7523,54.757812,-4.870355,C3,1
28.85497681021697,-0.24086520191247954,2.3169558465183377,-0.7206732584084401,20171011-3-sec5,0.409458931157991,-0.3769318085620684,-0.41264182232411556,-0.1802214750216786,,0017-0333,-0.4818548947508819,-0.2984335470122395,1.9879149875778745,-0.2893450515898447,0.5134681199321545,-0.17546516578230034,-0.029639390320901987,-0.15627522131924076,,1077.1,333.3667,49.59129,-12.974591,C3,1
61.55728386179621,-1.7548250453818977,3.0929834986659284,-1.0355878581597566,20171011-3-sec5,0.8341227681908493,-1.1389490674182696,-0.4249131427701631,-0.24227827635346577,,0018-0334,-0.3252335880788192,0.06723811876272202,1.0137869757015656,-0.8917823333410377,-0.5437877840084903,-0.14088329402697236,-0.26661745336836434,-1.0444266760826044,,1547.5312,334.0625,53.097145,-7.8872757,C3,1
348.1833868432848,-0.48696586340122744,3.5179407758679044,-1.6233692781595308,20171011-3-sec5,0.1885551254229974,-2.0774805355529775,-0.7437353142508537,-0.11414798852397323,,0019-0338,-0.7667454745290342,0.4615683217279186,0.2141058916523645,-1.5061783999584513,-1.39615097190506,-0.25571883590493943,-0.0775846766051929,-0.17095991217796627,,1424.395,338.5331,54.80725,-5.52257,C3,1
277.00777737808295,-0.7161623581725317,4.435925689895188,-0.5600668498248922,20171011-3-sec5,2.5842273599553796,-0.3474019883880987,-0.17092334212172625,0.029074403127464673,,0020-0345,-0.7633703469110393,0.23916373105767297,1.8587378199622009,-0.20547762552704038,0.7202039215053039,0.2626399690464695,-0.023702914633079136,0.0039164545543163695,,547.8958,345.1458,61.006985,-20.303377,C3,1
155.81687477517164,-0.6940969192502352,3.6436655129890556,-0.688376715461096,20171011-3-sec5,1.2228922008360066,-0.5454445499656365,-1.5904829576128858,-0.43747637715556087,,0021-0345,-1.4672575387304772,-0.03920055913059149,1.4532880955275644,-0.5599410467648778,0.32938767166936483,-0.30647793677402857,0.029684141031716058,-0.06138030880414006,,1304.4877,345.5617,56.89461,-14.244383,C3,1
63.48094898247734,-0.20428285137524246,4.265480817767126,-1.0571002419795494,20171011-3-sec5,0.8997828269409928,-0.8942852844011867,-0.46238378558082416,-0.1518536360373773,,0022-0344,-0.6022536779557505,0.16578865594594414,0.15724178881438716,-1.0626898019131008,-0.9452063377295029,-0.2550077920803665,-0.09429475631906428,-0.19640756636638032,,882.7424,344.3182,54.88089,-6.7844768,C3,1
484.7636104116451,-0.22052018705846738,4.995389674945181,-0.8894311786976677,20171011-3-sec5,1.3278933391829877,-1.1737134927440684,-0.4024334103422414,0.061685358059097084,,0025-0357,-0.3964478192436829,0.37126447710524674,2.060888553907478,-0.9499689586028598,-0.15174889327702606,-0.20118452445344998,-0.037059984930680245,-0.17333473607054933,,1147.9087,357.4921,58.636837,-12.016818,C3,1
159.6642050165339,-0.2976925426485959,3.49731726574593,-1.5669948252928936,20171011-3-sec5,0.4644982125739133,-0.44985899811382213,-0.5757707865023038,-0.1391587450534255,,0027-0367,-0.8523592886225206,0.10816425140793776,0.36541832922551815,-0.9820129844505117,-0.7051398854746204,-0.21697284009410248,-0.05558398777138677,-0.1101731354779013,,767.7771,367.5602,53.722595,-6.361218,C3,1
219.29782375764898,-0.7512109973310658,4.613579040292162,-0.9852319505323537,20171011-3-sec5,1.7634766255785885,-1.9995846255555199,-0.44370484591808357,-0.22002406846729064,,0029-0395,-0.734672146409887,0.5883676225579954,0.34095267430541437,-2.1803144144456867,-1.1414310772754541,0.0789196014011881,-0.09439094921215402,-0.3932891820115898,,678.4737,394.4474,56.032894,-7.2694383,C3,1
78.87026994792639,-0.40502566591643546,3.3678336299752245,-0.5237579433847249,20171011-3-sec5,1.0787829470744346,-0.340854577499779,-1.0498284781985898,-0.46878289388992805,,0030-0394,-1.080391949297535,0.7904115902914778,1.4134649327287732,-0.6025104825624883,0.2526988901254366,-0.018815532916749103,-0.060572276370182136,0.05862455358437474,,1329.1098,393.7683,56.576645,-14.566955,C3,1
398.1986799809942,-0.4650804688581703,3.1594265712173586,-0.7494272871195553,20171011-3-sec5,1.2641507548559525,-1.098750623411048,-0.6150920770991526,-0.08341739355971929,,0031-0401,-0.7385184456896527,0.3464987885771339,0.5135772952867494,-1.134316566034101,-0.29672308125459523,-0.34431646781427816,-0.007624959645225921,-0.23082072543367488,,349.2005,401.5483,54.330494,-7.871084,C3,1
84.64126530996978,-0.24862044684044302,3.4563627537153163,-0.7626464586642193,20171011-3-sec5,1.877461818543494,-0.47771042108038003,-0.42981503780239516,-0.13772140183228773,,0032-0398,-0.5236737836701355,-0.3110596943176771,1.1113345869495344,-0.35859085402985746,0.683698054169521,-0.20312909181899444,-0.13938173949440355,-0.13540291591470233,,442.7045,398.6364,56.138676,-16.741348,C3,1
78.87026994792639,-0.2900306540654233,3.4109802725241822,-0.8961134792359013,20171011-3-sec5,1.5110808411562997,-1.0766572661115021,-0.4348893946354905,-0.24170235458335254,,0034-0402,-0.7080124845270104,-0.47614721060745263,0.5810737795166975,-1.3251233566654022,-0.3858937489558217,-0.4088603906746704,-0.22577669933084288,-0.24114794126013742,,451.37800000000004,402.6951,54.64329,-7.830486,C3,1
207.7558330335622,-0.47457614278544424,3.379083428616915,-0.8115890895594842,20171011-3-sec5,0.5567042412190379,-1.3251431417791273,-0.4122769992838277,-0.03242124365908359,,0036-0410,-0.32414700853228545,1.0008815265107411,0.5732188918301794,-1.3851331868416332,-0.9521954640427269,0.10307544934206166,0.04284882554313793,-0.13324596577373268,,476.2222,410.3519,54.499897,-6.512094,C3,1
9.618325603405658,-0.207443630477439,2.1450854171206775,-0.5661674322359135,20171011-3-sec5,0.6011466390630213,-0.3386361019830515,-0.42175576518512603,-0.024481399084785572,,0037-0408,-0.3812308977181094,0.8577168947918704,0.9232779399657078,-0.24427470641950907,0.761536483122674,0.4223341265752471,-0.17388750442987355,-0.16819291553247934,,1937.3,408.3,48.144405,-11.870068,C3,1
242.38180520582256,-0.683627672013002,3.8169480510028273,-2.0370752775533814,20171011-3-sec5,0.7064225556762418,-0.9734026022674052,-0.5750079746907929,-0.13001783285598545,,0038-0412,-0.47845091988828925,1.1221488845051686,1.6653260296267636,-2.0119558343230435,-0.4751830310722857,-0.2772779989395002,-0.049523835506734316,-0.2410390043843307,,2718.3095,412.119,57.986668,-7.617484,C3,1
563.6338803595715,-0.7461030716089505,4.6758563924260645,-0.7250473312495941,20171011-3-sec5,3.2698588686290915,-0.4224811822800486,-0.48075760051896027,-0.05575838136940342,,0041-0425,-0.6392502691529977,0.29850406230859033,2.0930160268296967,-0.3112654922548583,0.7101855655106301,0.06028711046224462,-0.05915686665757637,-0.10587012888354223,,583.442,426.0427,61.378685,-20.436361,C3,1
61.55728386179621,-0.15582424011857055,3.110665115837671,-0.6762240271496547,20171011-3-sec5,1.9068690664717098,-1.0390345801948633,-0.30306224731400416,-0.3914912388957407,,0042-0425,-0.6002439865820729,0.35282466765308385,1.2076187772802665,-0.513941106983577,0.12519751793092723,0.39036465340191334,-0.1202118700858092,-0.2034993569813876,,1854.375,424.375,55.83865,-15.7183,C3,1
169.28253061993956,-1.211417767286749,4.037563124963317,-0.9473233192423527,20171011-3-sec5,1.9513532783996859,-0.9508688734233401,-0.4643936288755011,-0.3900834301243523,,0044-0453,-0.6909733787176481,1.0637305437268598,1.233266560618911,-1.3500784739313725,-1.246103736629641,0.10503965880220767,-0.15077372640460032,-0.24473196447417364,,2789.5455,453.0455,57.271976,-8.9466305,C3,1
171.2061957406207,-0.40211828260724186,3.2866037629150813,-0.5892981857173101,20171011-3-sec5,1.219266322409757,-0.35558625199849814,-0.1661474768670482,-0.04671591733779484,,0045-0474,-0.6513324567655618,-0.11349762471492904,1.0667761361016916,-0.38038534961854664,0.008198083577829219,-0.07485050039578955,-0.05382503201203182,-0.13445516509518546,,363.7472,474.7697,56.109283,-14.405186,C3,1
155.81687477517164,-0.5080643973239065,3.6340967960332122,-0.8196697509804399,20171011-3-sec5,1.2572275372348263,-1.651350440605816,-0.9553990090797069,-0.13335030326937652,,0046-0479,-1.3743213323831363,0.5783793924380747,0.9471948705196122,-1.5414969977905344,-0.7331237632848794,-0.44683641637713034,0.06291191467327932,-0.018731521925868848,,393.2407,478.7593,55.927105,-7.722137,C3,1
203.90850279219993,-0.2542818423209595,4.455204334668485,-0.7123800461333111,20171011-3-sec5,0.5563995957499462,-1.281172458503762,-0.578045955644463,-0.2574491387080757,,0047-0482,-0.7059883695310337,-0.004421029636096731,0.16060526594794153,-1.1457175941337427,-1.107854073577458,-0.6465297353523178,-0.07921995578771826,-0.2388602668681998,,2679.7925,483.5094,55.061043,-6.57875,C3,1
240.45814008514142,-0.30368735364622185,3.6238926302001184,-0.7036319004510031,20171011-3-sec5,1.087886470503766,-1.6149657803520703,-0.37890564081676525,0.06216775407167094,,0048-0483,-0.3836781056348604,0.505593366794957,0.4224348554985506,-1.845168568962161,-0.80666470073212,-0.03167324804286385,-0.05103543811243007,-0.32995328241765126,,2761.58,483.908,55.126907,-7.0172005,C3,1
198.13750743015655,-0.7978958380367158,3.5086544806352844,-1.0479120787394782,20171011-3-sec5,1.2575799702284813,-0.3834542927591891,-1.6974623393176724,-0.1937088737405728,,0050-0493,-0.8734610480461356,0.17954168049568248,1.2792002095696973,-0.4464525382275178,-0.0920584698552088,-0.08722894841362899,0.0900932778920608,-0.243936725280786,,2608.8107,493.5291,56.480705,-14.149337,C3,1
211.60316327492447,-0.21150463147583082,2.962484489556971,-0.4989789885428936,20171011-3-sec5,2.0275385394349232,-0.3916967186490534,-0.33582335633185767,0.33770940300872454,,0051-0494,-0.34621995852404136,0.6491933829036695,1.3876579515801823,-0.4164416257548153,0.2852174882720823,0.2915727743944178,-0.003969629707816505,-0.08029175044415983,,668.5,493.9455,54.49523,-19.133087,C3,1
30.778641930898104,-0.12361630116580821,4.322351811199343,-0.44195942518902726,20171011-3-sec5,0.45868008145831657,-0.3646346409038031,-0.3714101856253957,0.3352777333126908,,0052-0491,-0.3245604857048603,1.0448297390383938,1.9552591134141308,0.027370831058226318,0.32875810285002727,0.9740216376464109,0.16357090637073743,0.13745127691800704,,203.875,491.25,59.30621,-15.152874,C3,1
359.7253775673716,-0.059113735225834706,5.371333334514593,-0.6860498429522469,20171011-3-sec5,2.321055488744039,-0.4008780499074204,-0.9079056823804093,0.7391416440026084,,0053-0501,-1.4043080431430104,1.0220616965342662,3.74448668659235,-0.12158620992588885,1.2465052060998139,0.5884473206197814,0.20250154438833454,0.1628989311064211,,1283.6872,501.4572,61.618446,-21.771702,C3,1
240.45814008514142,-0.14370125191647487,4.099309255284489,-0.6569490207422163,20171011-3-sec5,2.413834967683924,-0.459032020475123,-0.1922887059902232,0.2737131728100604,,0054-0501,-0.702733438765532,0.2926904001618678,2.5367917772121364,-0.5035056578024216,0.5435870572166884,-0.14804873013758474,0.06568776673101138,-0.0715332256293121,,464.50800000000004,500.81199999999995,60.446693,-20.823425,C3,1
198.13750743015655,-0.46291326799695937,2.9130707744831748,-1.0042720323114946,20171011-3-sec5,0.6051727380074897,-0.3158198706387294,-0.4041646614970621,-0.31347598988269315,,0055-0501,-0.5057452211523271,-0.1519138944069333,0.8899615642500567,-0.929176026240178,0.2503448501922619,-0.41661901804224644,0.008274351398317987,-0.5796474954538842,,2774.8301,501.3058,51.38343,-10.858924,C3,1
234.68714472309804,-0.5862970142584426,5.067023927742508,-0.9811263629806825,20171011-3-sec5,1.6041171780407146,-1.452053235571253,-1.3004420074378171,-0.2100168124105347,,0057-0510,-1.1510725064373308,0.48630839940956927,1.315175527430202,-1.3251053645116417,-0.18102840546910945,0.005713514821552276,-0.04280407483232386,-0.419020072077101,,430.2787,511.1803,58.614357,-11.631553,C3,1
123.11456772359242,-0.4423948770740504,3.7566678239117133,-0.7857734831832618,20171011-3-sec5,2.485617803018756,-0.3807289745214112,-0.462237856364709,-0.12753201666874406,,0058-0520,-1.0898971163926563,-0.19921712782102147,2.1343227777296927,-0.5884106313987544,1.0206907320450045,-0.05717261525447711,-0.21353271822470837,-0.3123272959121487,,1637.5469,518.9062,59.410084,-20.791075,C3,1
